This file was created by CMPT_IND_RETS using the 201512 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

  Average Equal Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
200708,  -2.32,  -3.01,  -1.96,  -3.55,  -1.69,  -2.33,  -2.08,   0.09,   2.29,  -0.18
200709,  -0.03,   0.76,   2.51,   5.39,   3.25,  -0.65,  -0.96,   3.09,   2.27,   0.44
200710,  -1.28,  -0.36,   1.31,   5.41,   3.29,   0.16,   0.13,   2.59,   5.23,  -1.16
200711,  -8.57, -10.20,  -8.41,  -9.28,  -9.75, -10.89,  -9.04,  -8.22,  -1.41,  -7.28
200712,  -0.70,  -1.66,   0.62,   5.81,   0.01,  -2.91,  -4.20,  -2.67,   0.53,  -2.90
200801,  -5.20,  -5.67,  -7.68,  -5.46,  -9.98,  -9.44,  -3.92,  -5.24,  -6.03,  -1.09
200802,  -0.93,  -5.18,  -0.29,   7.51,  -2.94,  -6.69,  -5.16,  -1.69,  -3.56,  -4.39
200803,  -1.43,  -3.21,  -2.17,  -2.02,  -3.13,  -1.29,  -1.16,  -5.63,   0.23,  -2.19
200804,   1.27,   0.61,   4.51,  10.62,   3.34,   0.35,   2.97,   2.21,   5.81,   0.06
200805,   2.35,   2.86,   6.22,  18.64,   5.40,   3.90,   2.09,   3.46,   4.22,  -0.23
200806, -11.65, -14.80,  -9.68,  12.24,  -8.40, -11.17, -11.32,  -6.93,  -2.96, -12.90
200807,   1.11,  -0.81,   0.79, -18.21,  -0.81,  -3.70,   1.25,   6.49,  -2.20,   2.64
200808,   3.18,   0.38,   1.99,  -1.57,   2.00,   2.62,   5.35,  -0.02,   1.72,   3.24
200809,  -6.51, -11.50, -16.05, -22.91, -14.37, -15.87,  -9.57, -12.99,  -8.44,  -5.97
200810, -21.26, -31.44, -25.39, -32.66, -22.44, -26.41, -24.09, -18.84, -10.18, -17.53
200811, -16.59, -16.60, -15.41, -19.52, -14.40, -12.90, -18.53, -13.85,  -1.08, -12.12
200812,   3.53,  -2.76,   2.14,  -8.20,   3.46,   4.09,   8.27,   7.02,  -0.21,   1.93
200901,  -7.96,  -6.09,  -7.91,  -1.67,   0.54,  -3.89,  -4.74,   6.12,  -1.18,  -8.92
200902, -10.06, -17.16, -16.20, -19.60,  -8.53,  -9.60,  -7.22, -11.72, -13.07, -11.77
200903,   9.61,  19.56,  10.24,   7.99,  12.33,  13.43,  18.06,  13.22,   3.32,  12.55
200904,  27.91,  38.31,  27.81,  25.02,  20.31,  24.31,  34.84,  13.96,   4.13,  17.75
200905,  12.62,   4.45,   7.13,  28.34,   8.34,  11.43,   7.19,  18.31,   3.31,   6.58
200906,  -1.29,   8.16,   1.94,  -8.11,   7.66,   2.28,   4.72,  10.74,   6.06,   0.30
200907,  14.96,  19.88,  12.61,   6.85,   8.67,   7.03,   9.58,   9.15,   4.75,   6.02
200908,   8.35,  10.82,   8.17,   3.68,   5.93,  19.59,   6.34,   5.81,   1.00,   5.82
200909,   6.59,   8.20,   9.30,  17.72,  10.72,  11.58,   5.79,   8.45,   3.00,   2.47
200910,  -2.42,  -3.90,  -5.89,  -4.96,  -6.57,  -3.64,  -4.20, -10.58,  -2.78,  -7.13
200911,   0.99,   5.69,   5.43,  -1.05,   2.83,   4.30,   1.44,   3.20,   3.36,  -0.38
200912,   7.04,   8.73,   8.42,   8.82,   8.59,  10.11,   5.67,   7.97,   6.35,   3.63
201001,   0.10,  -0.95,  -2.30,  -2.42,  -3.03,  -4.05,  -1.18,   0.06,  -3.97,   2.03
201002,   6.01,   4.69,   4.85,   5.40,   5.21,   3.29,   5.92,   1.97,   0.40,   2.48
201003,   9.97,   8.86,   8.70,   3.72,   8.03,  11.09,  10.34,   8.30,   4.36,   7.16
201004,   5.47,  10.17,   8.70,   9.26,   5.12,  11.00,   7.51,   7.02,   3.64,   9.22
201005,  -6.40,  -9.60,  -8.63, -13.00,  -6.96,  -7.46,  -7.27,  -9.03,  -6.36,  -8.27
201006,  -6.08, -11.53,  -8.43,  -5.82,  -6.05,  -6.85, -10.15,  -7.66,  -1.25,  -8.78
201007,   5.88,   8.28,   8.69,   7.27,   6.55,   7.40,   6.14,   2.92,   5.65,   4.38
201008,  -8.17,  -6.85,  -7.44,  -7.17,  -5.71,  -8.92,  -8.03,  -5.57,  -1.21,  -7.44
201009,   8.92,  12.71,  11.48,  12.88,  13.97,  11.41,  14.06,  11.31,   5.29,   8.07
201010,   2.15,   7.75,   7.42,   4.87,   6.01,   5.63,   3.76,   2.69,   2.60,   2.64
201011,   3.16,   2.84,   3.48,  10.60,   1.59,   1.84,   4.19,   0.10,   0.38,   1.22
201012,   5.41,   6.80,   9.32,  11.20,   8.29,   6.48,   5.51,  10.93,   3.37,   8.99
201101,  -0.79,   0.72,   2.36,   6.21,   3.46,   1.62,  -0.80,   1.30,   1.90,   1.76
201102,   3.53,  -1.48,   3.71,  11.28,   5.01,   8.43,   5.92,   3.52,   3.72,   2.84
201103,   1.25,   2.12,   2.98,   4.44,   0.97,  -0.20,   0.87,   2.80,   2.01,  -0.56
201104,   2.29,   2.32,   0.20,  -0.55,   1.37,   1.74,   2.29,   5.06,   3.26,   0.34
201105,  -0.87,  -4.27,  -2.98,  -7.11,  -2.30,   1.56,  -0.38,  -0.14,   0.20,  -2.67
201106,  -1.64,  -1.88,  -2.26,  -5.16,  -2.98,  -2.41,  -1.40,  -4.19,  -0.32,  -2.15
201107,  -0.45,  -4.78,  -2.55,   3.06,  -4.46,  -6.98,  -1.80,  -3.49,  -0.55,  -1.80
201108,  -8.39, -12.15,  -9.82, -15.98,  -9.98, -10.04,  -8.26, -11.39,  -0.13,  -8.25
201109,  -8.38, -14.33, -14.43, -20.77, -10.87, -12.34,  -8.36,  -9.37,  -3.59,  -9.92
201110,   9.16,  16.76,  15.96,  23.35,  11.84,  11.81,  12.52,   9.82,   6.67,  10.69
201111,  -3.95,  -6.30,  -0.14,  -0.04,  -3.81,  -1.16,  -0.73,  -2.84,   1.18,  -1.00
201112,   1.15,   0.09,  -1.55,  -1.98,  -0.93,  -0.13,   0.55,  -0.77,   2.28,   1.12
201201,   7.88,  11.12,  11.92,   5.06,  10.53,   6.80,   6.18,  11.70,  -2.00,   8.81
201202,   5.29,   5.36,   2.90,   6.34,   3.84,   4.69,   5.09,   4.08,   2.56,   3.67
201203,   3.11,   4.24,   0.93,  -3.24,   2.47,   3.62,   3.91,   4.44,  -0.46,   4.88
201204,  -0.33,  -3.86,  -1.16,  -3.48,  -2.68,  -4.37,   0.31,  -1.53,   1.01,  -0.67
201205,  -3.19,  -8.78, -10.65, -16.65,  -8.29,  -8.20,  -5.66,  -5.61,  -1.54,  -5.27
201206,   3.53,  -1.45,   2.67,   3.46,   3.45,   5.47,   2.26,   7.38,   4.40,   3.70
201207,  -0.52,  -2.32,  -1.07,  -2.30,  -2.56,   1.57,  -0.76,   0.98,   3.10,  -1.42
201208,   4.95,   2.31,   2.87,   1.94,   3.59,   1.87,   2.37,   2.23,  -1.60,   2.54
201209,   2.06,   7.18,   2.66,   6.07,   2.19,   6.79,   2.74,   6.38,   2.82,   3.99
201210,   0.15,  -1.64,  -0.37,  -5.08,  -5.30,  -0.23,  -1.62,  -5.22,   0.43,   0.30
201211,   2.80,   0.42,   2.40,  -3.20,   0.25,  -3.24,   2.01,   0.78,  -2.74,  -0.38
201212,   0.96,   5.27,   3.82,   1.76,   3.15,   2.08,   1.34,  -0.62,   0.48,   3.45
201301,   6.25,   9.63,   7.61,   6.82,   6.49,   8.34,   6.04,   9.00,   5.14,   7.58
201302,   1.16,   0.86,   0.86,  -1.86,   1.34,  -1.29,   0.91,  -0.26,   2.12,   2.14
201303,   5.71,   6.36,   3.31,   1.89,   3.72,   7.19,   5.11,   5.33,   5.11,   4.32
201304,   2.05,   0.38,  -1.20,  -3.87,  -0.85,   6.29,   1.51,   1.10,   4.02,  -0.80
201305,   4.59,   6.22,   5.41,   5.37,   5.69,   5.21,   5.63,   4.50,  -4.69,   4.45
201306,   1.67,  -0.36,  -1.47,  -3.43,   0.58,   4.06,  -0.02,  -1.28,  -0.19,   0.23
201307,   5.44,   6.79,   7.06,   6.52,   7.88,   8.80,   6.14,  10.80,   6.81,   6.81
201308,  -2.20,  -1.74,  -0.74,  -1.26,  -1.14,  -3.49,  -3.91,  -1.70,  -5.82,  -2.44
201309,   4.06,   8.42,   6.78,   4.69,   6.18,   7.01,   5.35,   9.20,   2.65,   4.26
201310,   3.66,   3.34,   4.36,   5.69,   2.15,   3.51,   2.68,  -1.86,   3.73,   2.88
201311,   3.37,   2.60,   4.19,  -1.85,   4.42,   4.31,   3.50,   8.41,  -0.48,   4.15
201312,   2.19,   2.65,   4.05,   1.77,   3.77,   5.01,   1.30,   4.00,   1.48,   2.01
201401,  -3.69,  -1.04,  -1.80,  -2.47,   1.64,  -0.59,  -5.36,   9.11,   1.17,  -1.47
201402,   5.49,   4.95,   5.40,   6.18,   4.63,   3.19,   4.35,   6.03,   3.46,   3.63
201403,   3.27,   1.06,   1.30,   1.85,  -1.50,  -0.09,   0.38,  -4.01,   2.35,   0.94
201404,  -2.90,  -4.69,  -2.90,   4.81,  -6.57,  -4.85,  -2.82,  -7.78,   1.88,  -2.71
201405,   1.28,   1.00,  -0.45,  -1.38,  -0.09,   2.35,  -0.67,   0.95,   0.74,   0.13
201406,   2.11,   2.59,   3.77,   7.48,   5.89,   1.66,   2.23,   7.24,   6.26,   3.56
201407,  -4.26,  -3.65,  -5.08,  -7.46,  -5.20,  -3.14,  -4.82,  -6.92,  -6.42,  -3.39
201408,   5.26,  10.33,   4.78,   1.92,   3.92,  -0.62,   4.81,   4.78,   5.66,   3.29
201409,  -2.92,  -7.18,  -6.77, -13.00,  -4.31,  -5.65,  -3.89,  -4.87,  -5.04,  -3.38
201410,   3.64,   6.05,   2.64, -14.22,   1.66,   4.12,   3.16,   5.00,   8.64,   4.07
201411,   3.02,  -0.89,  -1.29, -18.49,   1.65,   0.57,   2.49,   0.61,  -0.66,   0.40
201412,   1.16,   0.58,   0.40,  -9.88,   2.18,  -0.98,   1.92,   5.25,   2.54,   2.85
201501,  -1.76,  -4.36,  -5.61,  -9.18,  -3.18,  -3.68,  -2.79,   2.77,   0.75,  -4.96
201502,   4.19,   6.81,   7.91,  12.87,   7.41,   6.17,   4.53,   9.10,  -2.79,   5.01
201503,   1.78,  -0.42,  -0.30,  -8.81,  -1.47,   0.84,   1.58,   1.19,  -0.07,   1.08
201504,  -1.15,   0.23,   0.63,  15.62,  -0.22,  11.91,  -2.28,  -4.04,   0.60,  -0.13
201505,   1.40,  -0.54,  -0.64,  -8.19,   2.34,   0.15,  -0.32,   5.31,  -0.91,   0.40
201506,   0.36,  -1.95,  -1.49,  -8.69,  -1.10,  -1.60,   0.13,   2.38,  -5.27,   1.25
201507,  -0.88,  -3.70,  -6.15, -21.27,  -3.93,  -1.32,  -1.87,  -0.44,   2.64,  -1.25
201508,  -3.65,  -3.99,  -4.56,   4.15,  -5.63,  -5.60,  -5.01,  -7.25,  -3.45,  -4.10
201509,  -4.08,  -6.34,  -8.44, -17.99,  -3.49,  -0.81,  -5.88, -11.49,   0.37,  -2.64
201510,   4.73,   7.52,   7.91,   9.09,   5.85,   5.96,   3.31,   3.06,   3.17,   4.81
201511,  -0.46,   2.40,  -0.38,  -2.58,   3.03,  -3.00,  -1.06,  10.08,  -2.66,   2.28
201512,  -1.72,  -5.55,  -4.68, -15.57,  -3.52,  -4.23,  -3.79,  -5.80,  -0.46,  -3.88
